  0%|          | 0/100 [00:00<?, ?it/s]
Epoch 3, avg running_loss: 0.011718537658452988
Epoch 3, avg running_loss: 0.01400939654558897
Epoch 3, avg running_loss: 0.011670809239149094
Epoch 3, avg running_loss: 0.01171933300793171
Epoch 3, avg running_loss: 0.011105130426585674
Epoch 3, avg running_loss: 0.013234259560704231
Epoch 3, avg running_loss: 0.013266216032207012
Epoch 3, avg running_loss: 0.011955717578530312
Epoch 3, avg running_loss: 0.01458112895488739
Epoch 3, avg running_loss: 0.011184271425008774
Epoch 3, avg running_loss: 0.012163730338215828
Epoch 3, avg running_loss: 0.012434124946594238
Epoch 3, avg running_loss: 0.01143454946577549
Epoch 3, avg running_loss: 0.011748825199902058
Epoch 3, avg running_loss: 0.011677811853587627
Epoch 3, avg running_loss: 0.013150358572602272
Epoch 3, avg running_loss: 0.011636513285338879
Epoch 3, avg running_loss: 0.01299125887453556
Epoch 3, avg running_loss: 0.012260164134204388
Epoch 3, avg running_loss: 0.01237477082759142
Epoch 3, avg running_loss: 0.0115134222432971
Epoch 3, avg running_loss: 0.011526190675795078
Epoch 3, avg running_loss: 0.013041709549725056
Epoch 3, avg running_loss: 0.012927754782140255
Epoch 3, avg running_loss: 0.0125298872590065
Epoch 3, avg running_loss: 0.01124508399516344
Epoch 3, avg running_loss: 0.012301751412451267
Epoch 3, avg running_loss: 0.013305574655532837
Epoch 3, avg running_loss: 0.012380934320390224
Epoch 3, avg running_loss: 0.014768323861062527
Epoch 3, avg running_loss: 0.012571938335895538
Epoch 3, avg running_loss: 0.011460612528026104
Epoch 3, avg running_loss: 0.012106072157621384
Epoch 3, avg running_loss: 0.012556077912449837
Epoch 3, avg running_loss: 0.011229247786104679
Epoch 3, avg running_loss: 0.012899882160127163
Epoch 3, avg running_loss: 0.012383655644953251
Epoch 3, avg running_loss: 0.011114576831459999
Epoch 3, avg running_loss: 0.013352490030229092
Epoch 3, avg running_loss: 0.012743720784783363
Epoch 3, avg running_loss: 0.013290095143020153
Epoch 3, avg running_loss: 0.012115455232560635
Epoch 3, avg running_loss: 0.01281472947448492
Epoch 3, avg running_loss: 0.012291341088712215
Epoch 3, avg running_loss: 0.012876713648438454
Epoch 3, avg running_loss: 0.012973040342330933
Epoch 3, avg running_loss: 0.013596266508102417
Epoch 3, avg running_loss: 0.011209712363779545
Epoch 3, avg running_loss: 0.012880590744316578
Epoch 3, avg running_loss: 0.012311629951000214
Epoch 3, avg running_loss: 0.01175543200224638
Epoch 3, avg running_loss: 0.012366109527647495
Epoch 3, avg running_loss: 0.013734138570725918
Epoch 3, avg running_loss: 0.013608346693217754
Epoch 3, avg running_loss: 0.011714245192706585
Epoch 3, avg running_loss: 0.01232303399592638
Training loss for 3:9.960508346557617
 20%|██        | 3/15 [23:33<1:34:21, 471.82s/it]
Training for Epoch 4 starting:
Epoch 4, avg running_loss: 0.012971311807632446
Epoch 4, avg running_loss: 0.011740611866116524
Epoch 4, avg running_loss: 0.012489939108490944
Epoch 4, avg running_loss: 0.012552407570183277
Epoch 4, avg running_loss: 0.014185055159032345
Epoch 4, avg running_loss: 0.011788710951805115
Epoch 4, avg running_loss: 0.012427586130797863
Epoch 4, avg running_loss: 0.012644167058169842
Epoch 4, avg running_loss: 0.01246732659637928
Epoch 4, avg running_loss: 0.011138704605400562
Epoch 4, avg running_loss: 0.012261972762644291
Epoch 4, avg running_loss: 0.012437240220606327
Epoch 4, avg running_loss: 0.012064590118825436
Epoch 4, avg running_loss: 0.01219104416668415
Epoch 4, avg running_loss: 0.013073931448161602
Epoch 4, avg running_loss: 0.01229551900178194
Epoch 4, avg running_loss: 0.01232293900102377
Epoch 4, avg running_loss: 0.013181759975850582
Epoch 4, avg running_loss: 0.011812775395810604
Epoch 4, avg running_loss: 0.012506735511124134
Epoch 4, avg running_loss: 0.013731752522289753
Epoch 4, avg running_loss: 0.012143537402153015
Epoch 4, avg running_loss: 0.01346458401530981
Epoch 4, avg running_loss: 0.011328144930303097
Epoch 4, avg running_loss: 0.013868714682757854
Epoch 4, avg running_loss: 0.011619185097515583
Epoch 4, avg running_loss: 0.010881557129323483
Epoch 4, avg running_loss: 0.013007665053009987
Epoch 4, avg running_loss: 0.013203300535678864
Epoch 4, avg running_loss: 0.013034283183515072
Epoch 4, avg running_loss: 0.013421528041362762
Epoch 4, avg running_loss: 0.011663549579679966
Epoch 4, avg running_loss: 0.012109342031180859
Epoch 4, avg running_loss: 0.011140681803226471
Epoch 4, avg running_loss: 0.013823430053889751
Epoch 4, avg running_loss: 0.012201433070003986
Epoch 4, avg running_loss: 0.012291862629354
Epoch 4, avg running_loss: 0.011075697839260101
Epoch 4, avg running_loss: 0.012084114365279675
Epoch 4, avg running_loss: 0.013337579555809498
Epoch 4, avg running_loss: 0.013794592581689358
Epoch 4, avg running_loss: 0.013308844529092312
Epoch 4, avg running_loss: 0.012819896452128887
Epoch 4, avg running_loss: 0.011945176869630814
Epoch 4, avg running_loss: 0.012392825447022915
Epoch 4, avg running_loss: 0.013031448237597942
Epoch 4, avg running_loss: 0.011273176409304142
Epoch 4, avg running_loss: 0.01370549388229847
Epoch 4, avg running_loss: 0.013782046735286713
Epoch 4, avg running_loss: 0.012487165629863739
Epoch 4, avg running_loss: 0.011907311156392097
Epoch 4, avg running_loss: 0.012296722270548344
Epoch 4, avg running_loss: 0.012369322590529919
Epoch 4, avg running_loss: 0.01184671837836504
Epoch 4, avg running_loss: 0.012168648652732372
Epoch 4, avg running_loss: 0.01203226763755083
Epoch 4, avg running_loss: 0.012326797470450401
Epoch 4, avg running_loss: 0.012033755891025066
Epoch 4, avg running_loss: 0.01167037058621645
Epoch 4, avg running_loss: 0.01221866812556982
Epoch 4, avg running_loss: 0.013087557628750801
Epoch 4, avg running_loss: 0.011882063001394272
Epoch 4, avg running_loss: 0.011769231408834457
Epoch 4, avg running_loss: 0.01245387364178896
Epoch 4, avg running_loss: 0.011993835680186749
Epoch 4, avg running_loss: 0.011886809021234512
Epoch 4, avg running_loss: 0.012314044870436192
Epoch 4, avg running_loss: 0.011172127909958363
Epoch 4, avg running_loss: 0.012005778029561043
Epoch 4, avg running_loss: 0.012187120504677296
Epoch 4, avg running_loss: 0.012510045431554317
Epoch 4, avg running_loss: 0.013694750145077705
Epoch 4, avg running_loss: 0.011998455040156841
Epoch 4, avg running_loss: 0.011437132023274899
Epoch 4, avg running_loss: 0.011598952114582062
Epoch 4, avg running_loss: 0.013285072520375252
Epoch 4, avg running_loss: 0.012969966046512127
Epoch 4, avg running_loss: 0.011725074611604214
Epoch 4, avg running_loss: 0.0119125721976161
Epoch 4, avg running_loss: 0.012478531338274479
Training loss for 4:9.917594909667969
 27%|██▋       | 4/15 [31:21<1:26:14, 470.42s/it]
Training for Epoch 5 starting:
Epoch 5, avg running_loss: 0.011880302801728249
Epoch 5, avg running_loss: 0.01219202484935522
Epoch 5, avg running_loss: 0.011813870631158352
Epoch 5, avg running_loss: 0.012505799531936646
Epoch 5, avg running_loss: 0.010774525813758373
Epoch 5, avg running_loss: 0.012313535436987877
Epoch 5, avg running_loss: 0.010905961506068707
Epoch 5, avg running_loss: 0.012681904248893261
Epoch 5, avg running_loss: 0.012198450975120068
Epoch 5, avg running_loss: 0.013717005029320717
Epoch 5, avg running_loss: 0.012639096938073635
Epoch 5, avg running_loss: 0.011653385125100613
Epoch 5, avg running_loss: 0.011881839483976364
Epoch 5, avg running_loss: 0.0119737284258008
Epoch 5, avg running_loss: 0.011288543231785297
Epoch 5, avg running_loss: 0.012905962765216827
Epoch 5, avg running_loss: 0.012594240717589855
Epoch 5, avg running_loss: 0.013703497126698494
Epoch 5, avg running_loss: 0.013359171338379383
Epoch 5, avg running_loss: 0.01184497494250536
Epoch 5, avg running_loss: 0.011535202153027058
Epoch 5, avg running_loss: 0.013252953067421913
Epoch 5, avg running_loss: 0.012230044230818748
Epoch 5, avg running_loss: 0.013296549208462238
Epoch 5, avg running_loss: 0.01239535491913557
Epoch 5, avg running_loss: 0.012172832153737545
Epoch 5, avg running_loss: 0.011710042133927345
Epoch 5, avg running_loss: 0.013279258273541927
Epoch 5, avg running_loss: 0.011907756328582764
Epoch 5, avg running_loss: 0.01177975907921791
Epoch 5, avg running_loss: 0.012075618840754032
Epoch 5, avg running_loss: 0.012441172264516354
Epoch 5, avg running_loss: 0.01119666825979948
Epoch 5, avg running_loss: 0.011952853761613369
Epoch 5, avg running_loss: 0.013604248873889446
Epoch 5, avg running_loss: 0.012503685429692268
Epoch 5, avg running_loss: 0.012669987976551056
Epoch 5, avg running_loss: 0.012548333965241909
Epoch 5, avg running_loss: 0.011098114773631096
Epoch 5, avg running_loss: 0.012413970194756985
Epoch 5, avg running_loss: 0.01182611659169197
Epoch 5, avg running_loss: 0.012658101506531239
Epoch 5, avg running_loss: 0.013890464790165424
Epoch 5, avg running_loss: 0.012531227432191372
Epoch 5, avg running_loss: 0.012013514526188374
Epoch 5, avg running_loss: 0.014484192244708538
Epoch 5, avg running_loss: 0.011672526597976685
Epoch 5, avg running_loss: 0.011598754674196243
Epoch 5, avg running_loss: 0.01230703853070736
Epoch 5, avg running_loss: 0.012760549783706665
Epoch 5, avg running_loss: 0.012486062943935394
Epoch 5, avg running_loss: 0.012111108750104904
Epoch 5, avg running_loss: 0.01249454915523529
Epoch 5, avg running_loss: 0.010775716975331306
Epoch 5, avg running_loss: 0.012096462771296501
Epoch 5, avg running_loss: 0.013341041281819344
Epoch 5, avg running_loss: 0.012739354744553566
Epoch 5, avg running_loss: 0.011751673184335232
Epoch 5, avg running_loss: 0.014527695253491402
Epoch 5, avg running_loss: 0.012528354302048683
Epoch 5, avg running_loss: 0.012373337522149086
Epoch 5, avg running_loss: 0.01181513536721468
Epoch 5, avg running_loss: 0.0126487510278821
Epoch 5, avg running_loss: 0.012770280241966248
Epoch 5, avg running_loss: 0.010975842364132404
Epoch 5, avg running_loss: 0.012307467870414257
Epoch 5, avg running_loss: 0.01196956541389227
Epoch 5, avg running_loss: 0.011450828053057194
Epoch 5, avg running_loss: 0.012752552516758442
Epoch 5, avg running_loss: 0.012807047925889492
Epoch 5, avg running_loss: 0.012752281501889229
Epoch 5, avg running_loss: 0.011419572867453098
Epoch 5, avg running_loss: 0.011928888969123363
Epoch 5, avg running_loss: 0.012510857544839382
Epoch 5, avg running_loss: 0.012981534004211426
Epoch 5, avg running_loss: 0.011785944923758507
Epoch 5, avg running_loss: 0.012296020984649658
Epoch 5, avg running_loss: 0.011676209978759289
Epoch 5, avg running_loss: 0.013443543575704098
Epoch 5, avg running_loss: 0.01174121629446745
Training loss for 5:9.85893726348877
 33%|███▎      | 5/15 [39:07<1:18:13, 469.35s/it]
Training for Epoch 6 starting:
Epoch 6, avg running_loss: 0.012984124012291431
Epoch 6, avg running_loss: 0.013290989212691784
Epoch 6, avg running_loss: 0.011505368165671825
Epoch 6, avg running_loss: 0.012241004966199398
Epoch 6, avg running_loss: 0.01298891007900238
Epoch 6, avg running_loss: 0.012490232475101948
Epoch 6, avg running_loss: 0.010888613760471344
Epoch 6, avg running_loss: 0.011374052613973618
Epoch 6, avg running_loss: 0.01176147535443306
Epoch 6, avg running_loss: 0.012841298244893551
Epoch 6, avg running_loss: 0.011971010826528072
Epoch 6, avg running_loss: 0.012091866694390774
Epoch 6, avg running_loss: 0.011458157561719418
Epoch 6, avg running_loss: 0.01266352366656065
Epoch 6, avg running_loss: 0.012852500192821026
Epoch 6, avg running_loss: 0.01316296961158514
Epoch 6, avg running_loss: 0.01207070704549551
Epoch 6, avg running_loss: 0.010743675753474236
Epoch 6, avg running_loss: 0.01233843807131052
Epoch 6, avg running_loss: 0.011885708197951317
Epoch 6, avg running_loss: 0.013250564225018024
Epoch 6, avg running_loss: 0.01199646107852459
Epoch 6, avg running_loss: 0.012164022773504257
Epoch 6, avg running_loss: 0.012380484491586685
Epoch 6, avg running_loss: 0.012658379971981049
Epoch 6, avg running_loss: 0.013063296675682068
Epoch 6, avg running_loss: 0.011661767028272152
Epoch 6, avg running_loss: 0.012500384822487831
Epoch 6, avg running_loss: 0.012563575990498066
Epoch 6, avg running_loss: 0.01237045880407095
Epoch 6, avg running_loss: 0.011779576539993286
Epoch 6, avg running_loss: 0.011768648400902748
Epoch 6, avg running_loss: 0.013232988305389881
Epoch 6, avg running_loss: 0.012537318281829357
Epoch 6, avg running_loss: 0.011151783168315887
Epoch 6, avg running_loss: 0.012346739880740643
Epoch 6, avg running_loss: 0.012540449388325214
Epoch 6, avg running_loss: 0.011620945297181606
Epoch 6, avg running_loss: 0.01189400628209114
Epoch 6, avg running_loss: 0.011633326299488544
Epoch 6, avg running_loss: 0.011779974214732647
Epoch 6, avg running_loss: 0.011187347583472729
Epoch 6, avg running_loss: 0.012349258176982403
Epoch 6, avg running_loss: 0.012053473852574825
Epoch 6, avg running_loss: 0.012115336954593658
Epoch 6, avg running_loss: 0.013076749630272388
Epoch 6, avg running_loss: 0.01258248370140791
Epoch 6, avg running_loss: 0.012074426747858524
Epoch 6, avg running_loss: 0.011166413314640522
Epoch 6, avg running_loss: 0.01309319119900465
Epoch 6, avg running_loss: 0.011675029993057251
Epoch 6, avg running_loss: 0.012384939938783646
Epoch 6, avg running_loss: 0.011707543395459652
Epoch 6, avg running_loss: 0.01216206792742014
Epoch 6, avg running_loss: 0.01408676989376545
Epoch 6, avg running_loss: 0.013757619075477123
Epoch 6, avg running_loss: 0.011972331441938877
Epoch 6, avg running_loss: 0.01288540568202734
Epoch 6, avg running_loss: 0.011852017603814602
Epoch 6, avg running_loss: 0.013250717893242836
Epoch 6, avg running_loss: 0.011888422071933746
Epoch 6, avg running_loss: 0.011766226962208748
Epoch 6, avg running_loss: 0.011865447275340557
Epoch 6, avg running_loss: 0.013541609048843384
Epoch 6, avg running_loss: 0.01322921086102724
Epoch 6, avg running_loss: 0.011877859942615032
Epoch 6, avg running_loss: 0.012631528079509735
Epoch 6, avg running_loss: 0.013583353720605373
Epoch 6, avg running_loss: 0.013142423704266548
Epoch 6, avg running_loss: 0.011466014198958874
Epoch 6, avg running_loss: 0.012115865014493465
Epoch 6, avg running_loss: 0.012541626580059528
Epoch 6, avg running_loss: 0.012168243527412415
Epoch 6, avg running_loss: 0.013009771704673767
Epoch 6, avg running_loss: 0.011892776004970074
Epoch 6, avg running_loss: 0.012279229238629341
Epoch 6, avg running_loss: 0.012209255248308182
Epoch 6, avg running_loss: 0.012186027131974697
Epoch 6, avg running_loss: 0.012013370171189308
Epoch 6, avg running_loss: 0.011888067238032818
Training loss for 6:9.832292556762695
 40%|████      | 6/15 [46:54<1:10:16, 468.48s/it]
Training for Epoch 7 starting:
Epoch 7, avg running_loss: 0.012219518423080444
Epoch 7, avg running_loss: 0.011155533604323864
Epoch 7, avg running_loss: 0.013423490338027477
Epoch 7, avg running_loss: 0.01301864068955183
Epoch 7, avg running_loss: 0.009730174206197262
Epoch 7, avg running_loss: 0.012320538982748985
Epoch 7, avg running_loss: 0.012408367358148098
Epoch 7, avg running_loss: 0.011967536993324757
Epoch 7, avg running_loss: 0.012842575088143349
Epoch 7, avg running_loss: 0.012782632373273373
Epoch 7, avg running_loss: 0.013431580737233162
Epoch 7, avg running_loss: 0.012649607844650745
Epoch 7, avg running_loss: 0.011313213966786861
Epoch 7, avg running_loss: 0.01138279028236866
Epoch 7, avg running_loss: 0.01124186534434557
Epoch 7, avg running_loss: 0.011145262978971004
Epoch 7, avg running_loss: 0.011687610298395157
Epoch 7, avg running_loss: 0.011914456263184547
Epoch 7, avg running_loss: 0.012313100509345531
Epoch 7, avg running_loss: 0.011173889972269535
Epoch 7, avg running_loss: 0.011993891559541225
Epoch 7, avg running_loss: 0.011681757867336273
Epoch 7, avg running_loss: 0.012112378142774105
Epoch 7, avg running_loss: 0.012879453599452972
Epoch 7, avg running_loss: 0.013660961762070656
Epoch 7, avg running_loss: 0.01308890338987112
Epoch 7, avg running_loss: 0.012196870520710945
Epoch 7, avg running_loss: 0.011221432127058506
Epoch 7, avg running_loss: 0.012953479774296284
Epoch 7, avg running_loss: 0.011598517186939716
Epoch 7, avg running_loss: 0.012138797901570797
Epoch 7, avg running_loss: 0.012091536074876785
Epoch 7, avg running_loss: 0.011080143041908741
Epoch 7, avg running_loss: 0.013406813144683838
Epoch 7, avg running_loss: 0.011874127201735973
Epoch 7, avg running_loss: 0.013789239339530468
Epoch 7, avg running_loss: 0.011960363946855068
Epoch 7, avg running_loss: 0.01239953562617302
Epoch 7, avg running_loss: 0.011670620180666447
Epoch 7, avg running_loss: 0.012297761626541615
Epoch 7, avg running_loss: 0.012044296599924564
Epoch 7, avg running_loss: 0.011341559700667858
Epoch 7, avg running_loss: 0.012880570255219936
Epoch 7, avg running_loss: 0.01253103744238615
Epoch 7, avg running_loss: 0.012687668204307556
Epoch 7, avg running_loss: 0.010800382122397423
Epoch 7, avg running_loss: 0.012233222834765911
Epoch 7, avg running_loss: 0.012607025913894176
Epoch 7, avg running_loss: 0.012822428718209267
Epoch 7, avg running_loss: 0.014037777669727802
Epoch 7, avg running_loss: 0.013285255990922451
Epoch 7, avg running_loss: 0.012358888052403927
Epoch 7, avg running_loss: 0.013004355132579803
Epoch 7, avg running_loss: 0.01266386266797781
Epoch 7, avg running_loss: 0.011390666477382183
Epoch 7, avg running_loss: 0.012551483698189259
Epoch 7, avg running_loss: 0.012437399476766586
Epoch 7, avg running_loss: 0.011010168120265007
Epoch 7, avg running_loss: 0.010914662852883339
Epoch 7, avg running_loss: 0.013392976485192776
Epoch 7, avg running_loss: 0.011288297362625599
Epoch 7, avg running_loss: 0.011795655824244022
Epoch 7, avg running_loss: 0.012803454883396626
Epoch 7, avg running_loss: 0.013283664360642433
Epoch 7, avg running_loss: 0.013798772357404232
Epoch 7, avg running_loss: 0.01338751520961523
Epoch 7, avg running_loss: 0.012770036235451698
Epoch 7, avg running_loss: 0.012163771316409111
Epoch 7, avg running_loss: 0.010332356207072735
Epoch 7, avg running_loss: 0.013224921189248562
Epoch 7, avg running_loss: 0.01188648957759142
Epoch 7, avg running_loss: 0.012022077105939388
Epoch 7, avg running_loss: 0.012573830783367157
Epoch 7, avg running_loss: 0.01282308530062437
Epoch 7, avg running_loss: 0.011138255707919598
Epoch 7, avg running_loss: 0.011211357079446316
Epoch 7, avg running_loss: 0.01184676494449377
Epoch 7, avg running_loss: 0.014268094673752785
Epoch 7, avg running_loss: 0.01256264466792345
Epoch 7, avg running_loss: 0.01205751858651638
Training loss for 7:9.804532051086426
 47%|████▋     | 7/15 [54:42<1:02:26, 468.34s/it]
Training for Epoch 8 starting:
Epoch 8, avg running_loss: 0.012185080908238888
Epoch 8, avg running_loss: 0.012751216068863869
Epoch 8, avg running_loss: 0.01095364149659872
Epoch 8, avg running_loss: 0.010878073051571846
Epoch 8, avg running_loss: 0.01203912403434515
Epoch 8, avg running_loss: 0.012205662205815315
Epoch 8, avg running_loss: 0.01276462059468031
Epoch 8, avg running_loss: 0.01225926075130701
Epoch 8, avg running_loss: 0.011465180665254593
Epoch 8, avg running_loss: 0.011476489715278149
Epoch 8, avg running_loss: 0.012688824906945229
Epoch 8, avg running_loss: 0.012673750519752502
Epoch 8, avg running_loss: 0.012517223134636879
Epoch 8, avg running_loss: 0.012089147232472897
Epoch 8, avg running_loss: 0.012654542922973633
Epoch 8, avg running_loss: 0.012503206729888916
Epoch 8, avg running_loss: 0.01262722909450531
Epoch 8, avg running_loss: 0.012709676288068295
Epoch 8, avg running_loss: 0.013638744130730629
Epoch 8, avg running_loss: 0.010584003292024136
Epoch 8, avg running_loss: 0.012739412486553192
Epoch 8, avg running_loss: 0.012082207016646862
Epoch 8, avg running_loss: 0.011706857942044735
Epoch 8, avg running_loss: 0.012741846032440662
Epoch 8, avg running_loss: 0.011826956644654274
Epoch 8, avg running_loss: 0.013236643746495247
Epoch 8, avg running_loss: 0.012743753381073475
Epoch 8, avg running_loss: 0.01210931595414877
Epoch 8, avg running_loss: 0.011000115424394608
Epoch 8, avg running_loss: 0.01220038440078497
Epoch 8, avg running_loss: 0.011994188651442528
Epoch 8, avg running_loss: 0.013798731379210949
Epoch 8, avg running_loss: 0.012100025080144405
Epoch 8, avg running_loss: 0.011512658558785915
Epoch 8, avg running_loss: 0.012127895839512348
Epoch 8, avg running_loss: 0.01206357590854168
Epoch 8, avg running_loss: 0.013711889274418354
Epoch 8, avg running_loss: 0.01155928522348404
Epoch 8, avg running_loss: 0.012327557429671288
Epoch 8, avg running_loss: 0.01160322967916727
Epoch 8, avg running_loss: 0.012738359160721302
Epoch 8, avg running_loss: 0.013610473833978176
Epoch 8, avg running_loss: 0.011232449673116207
Epoch 8, avg running_loss: 0.012453182600438595
Epoch 8, avg running_loss: 0.012685596942901611
Epoch 8, avg running_loss: 0.01324243564158678
Epoch 8, avg running_loss: 0.012324330396950245
Epoch 8, avg running_loss: 0.012241317890584469
Epoch 8, avg running_loss: 0.011834448203444481
Epoch 8, avg running_loss: 0.01204539742320776
Epoch 8, avg running_loss: 0.011937105096876621
Epoch 8, avg running_loss: 0.012138891965150833
Epoch 8, avg running_loss: 0.012286200188100338
Epoch 8, avg running_loss: 0.0125748785212636
Epoch 8, avg running_loss: 0.012487580999732018
Epoch 8, avg running_loss: 0.01294900756329298
Epoch 8, avg running_loss: 0.013382292352616787
Epoch 8, avg running_loss: 0.010894016362726688
Epoch 8, avg running_loss: 0.012652883306145668
Epoch 8, avg running_loss: 0.012371168471872807
Epoch 8, avg running_loss: 0.013107115402817726
Epoch 8, avg running_loss: 0.01209476962685585
Epoch 8, avg running_loss: 0.011263875290751457
Epoch 8, avg running_loss: 0.010881919413805008
Epoch 8, avg running_loss: 0.012076539918780327
Epoch 8, avg running_loss: 0.01231901440769434
Epoch 8, avg running_loss: 0.012059452012181282
Epoch 8, avg running_loss: 0.012424568645656109
Epoch 8, avg running_loss: 0.011957276612520218
Epoch 8, avg running_loss: 0.011136959306895733
Epoch 8, avg running_loss: 0.011104395613074303
Epoch 8, avg running_loss: 0.011522751301527023
Epoch 8, avg running_loss: 0.011582550592720509
Epoch 8, avg running_loss: 0.010102975182235241
Epoch 8, avg running_loss: 0.013791821897029877
Epoch 8, avg running_loss: 0.013020843267440796
Epoch 8, avg running_loss: 0.012534876354038715
Epoch 8, avg running_loss: 0.013417035341262817
Epoch 8, avg running_loss: 0.012031969614326954
Epoch 8, avg running_loss: 0.01204697135835886
Training loss for 8:9.774104118347168
 53%|█████▎    | 8/15 [1:02:29<54:34, 467.86s/it]
Training for Epoch 9 starting:
Epoch 9, avg running_loss: 0.01280936785042286
Epoch 9, avg running_loss: 0.013105160556733608
Epoch 9, avg running_loss: 0.013548515737056732
Epoch 9, avg running_loss: 0.011046621017158031
Epoch 9, avg running_loss: 0.011744984425604343
Epoch 9, avg running_loss: 0.011168524622917175
Epoch 9, avg running_loss: 0.011730155907571316
Epoch 9, avg running_loss: 0.012034676969051361
Epoch 9, avg running_loss: 0.01143437996506691
Epoch 9, avg running_loss: 0.013528493233025074
Epoch 9, avg running_loss: 0.0128981564193964
Epoch 9, avg running_loss: 0.01221836730837822
Epoch 9, avg running_loss: 0.011958613991737366
Epoch 9, avg running_loss: 0.011433720588684082
Epoch 9, avg running_loss: 0.012345059774816036
Epoch 9, avg running_loss: 0.011467508040368557
Epoch 9, avg running_loss: 0.011939863674342632
Epoch 9, avg running_loss: 0.012883761897683144
Epoch 9, avg running_loss: 0.013322259299457073
Epoch 9, avg running_loss: 0.012484867125749588
Epoch 9, avg running_loss: 0.012176533229649067
Epoch 9, avg running_loss: 0.013094115070998669
Epoch 9, avg running_loss: 0.013003415428102016
Epoch 9, avg running_loss: 0.01144504640251398
Epoch 9, avg running_loss: 0.011540212668478489
Epoch 9, avg running_loss: 0.011365759186446667
Epoch 9, avg running_loss: 0.01237887516617775
Epoch 9, avg running_loss: 0.011729256249964237
Epoch 9, avg running_loss: 0.01323989313095808
Epoch 9, avg running_loss: 0.013399893417954445
Epoch 9, avg running_loss: 0.012504584155976772
Epoch 9, avg running_loss: 0.011793600395321846
Epoch 9, avg running_loss: 0.013213979080319405
Epoch 9, avg running_loss: 0.012248802930116653
Epoch 9, avg running_loss: 0.011013421230018139
Epoch 9, avg running_loss: 0.011091797612607479
Epoch 9, avg running_loss: 0.011811192147433758
Epoch 9, avg running_loss: 0.011391143314540386
Epoch 9, avg running_loss: 0.012183270417153835
Epoch 9, avg running_loss: 0.013525058515369892
Epoch 9, avg running_loss: 0.013375900685787201
Epoch 9, avg running_loss: 0.011682226322591305
Epoch 9, avg running_loss: 0.010887548327445984
Epoch 9, avg running_loss: 0.012263009324669838
Epoch 9, avg running_loss: 0.012567355297505856
Epoch 9, avg running_loss: 0.011046177707612514
Epoch 9, avg running_loss: 0.012264776043593884
Epoch 9, avg running_loss: 0.011687352322041988
Epoch 9, avg running_loss: 0.013229523785412312
Epoch 9, avg running_loss: 0.011932659894227982
Epoch 9, avg running_loss: 0.012386742047965527
Epoch 9, avg running_loss: 0.012300876900553703
Epoch 9, avg running_loss: 0.013306788168847561
Epoch 9, avg running_loss: 0.010900024324655533
Epoch 9, avg running_loss: 0.012525866739451885
Epoch 9, avg running_loss: 0.011561008170247078
Epoch 9, avg running_loss: 0.013134113512933254
Epoch 9, avg running_loss: 0.01247771829366684
Epoch 9, avg running_loss: 0.011794338002800941
Epoch 9, avg running_loss: 0.011220043525099754
Epoch 9, avg running_loss: 0.0114179952070117
Epoch 9, avg running_loss: 0.012218068353831768
Epoch 9, avg running_loss: 0.011836955323815346
Epoch 9, avg running_loss: 0.013754664920270443
Epoch 9, avg running_loss: 0.012194626033306122
Epoch 9, avg running_loss: 0.012468903325498104
Epoch 9, avg running_loss: 0.01187713723629713
Epoch 9, avg running_loss: 0.012468041852116585
Epoch 9, avg running_loss: 0.011904767714440823
Epoch 9, avg running_loss: 0.012428775429725647
Epoch 9, avg running_loss: 0.012277617119252682
Epoch 9, avg running_loss: 0.012158787809312344
Epoch 9, avg running_loss: 0.01212122943252325
Epoch 9, avg running_loss: 0.011804435402154922
Epoch 9, avg running_loss: 0.012648746371269226
Epoch 9, avg running_loss: 0.012340298853814602
Epoch 9, avg running_loss: 0.013340669684112072
Epoch 9, avg running_loss: 0.01278434693813324
Epoch 9, avg running_loss: 0.012121227569878101
Epoch 9, avg running_loss: 0.01135951466858387
Training loss for 9:9.773238182067871
 60%|██████    | 9/15 [1:10:17<46:48, 468.05s/it]
Training for Epoch 10 starting:
Epoch 10, avg running_loss: 0.011950383894145489
Epoch 10, avg running_loss: 0.012622721493244171
Epoch 10, avg running_loss: 0.013288452289998531
Epoch 10, avg running_loss: 0.01522788405418396
Epoch 10, avg running_loss: 0.013568255119025707
Epoch 10, avg running_loss: 0.012080058455467224
Epoch 10, avg running_loss: 0.011076419614255428
Epoch 10, avg running_loss: 0.01375493686646223
Epoch 10, avg running_loss: 0.012019387446343899
Epoch 10, avg running_loss: 0.013113918714225292
Epoch 10, avg running_loss: 0.013031314127147198
Epoch 10, avg running_loss: 0.01135191973298788
Epoch 10, avg running_loss: 0.011998500674962997
Epoch 10, avg running_loss: 0.011097876355051994
Epoch 10, avg running_loss: 0.012293575331568718
Epoch 10, avg running_loss: 0.01304631121456623
Epoch 10, avg running_loss: 0.011631793342530727
Epoch 10, avg running_loss: 0.011881104670464993
Epoch 10, avg running_loss: 0.010566136799752712
Epoch 10, avg running_loss: 0.01246543787419796
Epoch 10, avg running_loss: 0.012392288073897362
Epoch 10, avg running_loss: 0.011987297795712948
Epoch 10, avg running_loss: 0.012616966851055622
Epoch 10, avg running_loss: 0.011734182946383953
Epoch 10, avg running_loss: 0.012022684328258038
Epoch 10, avg running_loss: 0.01108513679355383
Epoch 10, avg running_loss: 0.011918156407773495
